Recurring_Payment_ID,Serial_No,Account_Number,Account_Name,Schedule_Date,Counterparty_Account_Number,Counterparty_Account_Name,Recurring_Payment_Amount,Transfer_Purpose,Frequency,Repeat,Status,Payment_Date,Payment_Result,Payment_Failed_Reason,Channel_Reference_Number,Core_Reference_Number,Partner_Reference_Number
AP210910143914361013291,84,100100028105,yi,20220121,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291084,,
AP210910143914361013291,85,100100028105,yi,20220122,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291085,,
AP210910143914361013291,86,100100028105,yi,20220123,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291086,,
AP210910143914361013291,87,100100028105,yi,20220124,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291087,,
AP210910143914361013291,88,100100028105,yi,20220125,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291088,,
AP210910143914361013291,89,100100028105,yi,20220126,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291089,,
AP210910143914361013291,90,100100028105,yi,20220127,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291090,,
AP210910143914361013291,91,100100028105,yi,20220128,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291091,,
AP210910143914361013291,92,100100028105,yi,20220129,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291092,,
AP210910143914361013291,93,100100028105,yi,20220130,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291093,,
AP210910143914361013291,94,100100028105,yi,20220131,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291094,,
AP210910143914361013291,95,100100028105,yi,20220201,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291095,,
AP210910143914361013291,96,100100028105,yi,20220202,100100029214,yi,30.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910143914361013291096,,
AP210910144029115014546,66,100100028105,yi,20220103,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546066,,
AP210910144029115014546,67,100100028105,yi,20220104,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546067,,
AP210910144029115014546,68,100100028105,yi,20220105,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546068,,
AP210910144029115014546,69,100100028105,yi,20220106,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546069,,
AP210910144029115014546,70,100100028105,yi,20220107,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546070,,
AP210910144029115014546,71,100100028105,yi,20220108,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546071,,
AP210910144029115014546,72,100100028105,yi,20220109,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546072,,
AP210910144029115014546,73,100100028105,yi,20220110,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546073,,
AP210910144029115014546,74,100100028105,yi,20220111,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546074,,
AP210910144029115014546,75,100100028105,yi,20220112,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546075,,
AP210910144029115014546,76,100100028105,yi,20220113,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546076,,
AP210910144029115014546,77,100100028105,yi,20220114,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546077,,
AP210910144029115014546,78,100100028105,yi,20220115,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546078,,
AP210910144029115014546,79,100100028105,yi,20220116,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546079,,
AP210910144029115014546,80,100100028105,yi,20220117,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546080,,
AP210910144029115014546,81,100100028105,yi,20220118,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546081,,
AP210910144029115014546,82,100100028105,yi,20220119,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546082,,
AP210910144029115014546,83,100100028105,yi,20220120,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546083,,
AP210910144029115014546,84,100100028105,yi,20220121,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546084,,
AP210910144029115014546,85,100100028105,yi,20220122,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546085,,
AP210910144029115014546,86,100100028105,yi,20220123,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546086,,
AP210910144029115014546,87,100100028105,yi,20220124,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546087,,
AP210910144029115014546,88,100100028105,yi,20220125,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546088,,
AP210910144029115014546,89,100100028105,yi,20220126,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546089,,
AP210910144029115014546,90,100100028105,yi,20220127,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546090,,
AP210910144029115014546,91,100100028105,yi,20220128,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546091,,
AP210910144029115014546,92,100100028105,yi,20220129,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546092,,
AP210910144029115014546,93,100100028105,yi,20220130,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546093,,
AP210910144029115014546,94,100100028105,yi,20220131,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546094,,
AP210910144029115014546,95,100100028105,yi,20220201,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546095,,
AP210910144029115014546,96,100100028105,yi,20220202,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910144029115014546096,,
AP210910152340079011223,66,100100028105,yi,20220103,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223066,,
AP210910152340079011223,67,100100028105,yi,20220104,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223067,,
AP210910152340079011223,68,100100028105,yi,20220105,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223068,,
AP210910152340079011223,69,100100028105,yi,20220106,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223069,,
AP210910152340079011223,70,100100028105,yi,20220107,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223070,,
AP210910152340079011223,71,100100028105,yi,20220108,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223071,,
AP210910152340079011223,72,100100028105,yi,20220109,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223072,,
AP210910152340079011223,73,100100028105,yi,20220110,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223073,,
AP210910152340079011223,74,100100028105,yi,20220111,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223074,,
AP210910152340079011223,75,100100028105,yi,20220112,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223075,,
AP210910152340079011223,76,100100028105,yi,20220113,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223076,,
AP210910152340079011223,77,100100028105,yi,20220114,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223077,,
AP210910152340079011223,78,100100028105,yi,20220115,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223078,,
AP210910152340079011223,79,100100028105,yi,20220116,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223079,,
AP210910152340079011223,80,100100028105,yi,20220117,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223080,,
AP210910152340079011223,81,100100028105,yi,20220118,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223081,,
AP210910152340079011223,82,100100028105,yi,20220119,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223082,,
AP210910152340079011223,83,100100028105,yi,20220120,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223083,,
AP210910152340079011223,84,100100028105,yi,20220121,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223084,,
AP210910152340079011223,85,100100028105,yi,20220122,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223085,,
AP210910152340079011223,86,100100028105,yi,20220123,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223086,,
AP210910152340079011223,87,100100028105,yi,20220124,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223087,,
AP210910152340079011223,88,100100028105,yi,20220125,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223088,,
AP210910152340079011223,89,100100028105,yi,20220126,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223089,,
AP210910152340079011223,90,100100028105,yi,20220127,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223090,,
AP210910152340079011223,91,100100028105,yi,20220128,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223091,,
AP210910152340079011223,92,100100028105,yi,20220129,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223092,,
AP210910152340079011223,93,100100028105,yi,20220130,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223093,,
AP210910152340079011223,94,100100028105,yi,20220131,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223094,,
AP210910152340079011223,95,100100028105,yi,20220201,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223095,,
AP210910152340079011223,96,100100028105,yi,20220202,100100029214,yi,40.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910152340079011223096,,
AP210910155143352012524,2,100100029222,yi,20220125,200200029279,er,70.00,input,Q-Quarterly,50,A-Active,,U-unProcess,,AP210910155143352012524002,,
AP210910144026265019740,2,100100028105,yi,20220125,100100029214,yi,40.00,input,Q-Quarterly,80,A-Active,,U-unProcess,,AP210910144026265019740002,,
AP210910144054354018409,2,100100028105,yi,20220125,100100029214,yi,40.00,input,Q-Quarterly,80,A-Active,,U-unProcess,,AP210910144054354018409002,,
AP210910152341001016654,2,100100028105,yi,20220125,100100029214,yi,40.00,input,Q-Quarterly,80,A-Active,,U-unProcess,,AP210910152341001016654002,,
AP210910162430802012806,3,100100029364,yi,20220130,100100028105,yi,70.00,input,M-Monthly,17,A-Active,,U-unProcess,,AP210910162430802012806003,,
AP210910164726269018892,2,100100022776,rorocky2,20220125,100100022768,rorocky2,52.00,input,Q-Quarterly,99,A-Active,,U-unProcess,,AP210910164726269018892002,,
AP210910180220503017891,71,100100028967,rorocky2,20220103,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891071,,
AP210910180220503017891,72,100100028967,rorocky2,20220104,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891072,,
AP210910180220503017891,73,100100028967,rorocky2,20220105,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891073,,
AP210910180220503017891,74,100100028967,rorocky2,20220106,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891074,,
AP210910180220503017891,75,100100028967,rorocky2,20220107,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891075,,
AP210910180220503017891,76,100100028967,rorocky2,20220108,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891076,,
AP210910180220503017891,77,100100028967,rorocky2,20220109,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891077,,
AP210910180220503017891,78,100100028967,rorocky2,20220110,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891078,,
AP210910180220503017891,79,100100028967,rorocky2,20220111,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891079,,
AP210910180220503017891,80,100100028967,rorocky2,20220112,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891080,,
AP210910180220503017891,81,100100028967,rorocky2,20220113,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891081,,
AP210910180220503017891,82,100100028967,rorocky2,20220114,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891082,,
AP210910180220503017891,83,100100028967,rorocky2,20220115,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891083,,
AP210910180220503017891,84,100100028967,rorocky2,20220116,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891084,,
AP210910180220503017891,85,100100028967,rorocky2,20220117,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891085,,
AP210910180220503017891,86,100100028967,rorocky2,20220118,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891086,,
AP210910180220503017891,87,100100028967,rorocky2,20220119,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891087,,
AP210910180220503017891,88,100100028967,rorocky2,20220120,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891088,,
AP210910180220503017891,89,100100028967,rorocky2,20220121,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891089,,
AP210910180220503017891,90,100100028967,rorocky2,20220122,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891090,,
AP210910180220503017891,91,100100028967,rorocky2,20220123,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891091,,
AP210910180220503017891,92,100100028967,rorocky2,20220124,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891092,,
AP210910180220503017891,93,100100028967,rorocky2,20220125,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891093,,
AP210910180220503017891,94,100100028967,rorocky2,20220126,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891094,,
AP210910180220503017891,95,100100028967,rorocky2,20220127,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891095,,
AP210910180220503017891,96,100100028967,rorocky2,20220128,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891096,,
AP210910180220503017891,97,100100028967,rorocky2,20220129,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891097,,
AP210910180220503017891,98,100100028967,rorocky2,20220130,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891098,,
AP210910180220503017891,99,100100028967,rorocky2,20220131,100100022776,rorocky2,43.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210910180220503017891099,,
AP210911104431345017721,4,100100029067,rorocky2,20220127,100100029083,rorocky2,"500,000.01",input,M-Monthly,9,A-Active,,U-unProcess,,AP210911104431345017721004,,
AP210911104619396016547,4,100100029067,rorocky2,20220127,100100029083,rorocky2,"1,000,000.01",input,M-Monthly,9,A-Active,,U-unProcess,,AP210911104619396016547004,,
AP210911104742210011083,4,100100029067,rorocky2,20220127,100100029083,rorocky2,1.00,input,M-Monthly,9,A-Active,,U-unProcess,,AP210911104742210011083004,,
AP210911105243159011221,4,100100029067,rorocky2,20220128,100100029083,rorocky2,1.00,input,M-Monthly,9,A-Active,,U-unProcess,,AP210911105243159011221004,,
AP210916115815051014863,4,100100028263,Dema201,20220131,39494334646469,,4.00,Others,M-Monthly,4,D-Delete,,U-unProcess,,AP210916115815051014863004,,
AP210916120207305013295,2,100100028263,Dema201,20220130,008884552222,,88.00,Others,M-Monthly,3,D-Delete,,U-unProcess,,AP210916120207305013295002,,
AP210916140115820017416,67,100100029166,rorocky2,20220103,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416067,,
AP210916140115820017416,68,100100029166,rorocky2,20220104,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416068,,
AP210916140115820017416,69,100100029166,rorocky2,20220105,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416069,,
AP210916140115820017416,70,100100029166,rorocky2,20220106,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416070,,
AP210916140115820017416,71,100100029166,rorocky2,20220107,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416071,,
AP210916140115820017416,72,100100029166,rorocky2,20220108,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416072,,
AP210916140115820017416,73,100100029166,rorocky2,20220109,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416073,,
AP210916140115820017416,74,100100029166,rorocky2,20220110,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416074,,
AP210916140115820017416,75,100100029166,rorocky2,20220111,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416075,,
AP210916140115820017416,76,100100029166,rorocky2,20220112,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416076,,
AP210916140115820017416,77,100100029166,rorocky2,20220113,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416077,,
AP210916140115820017416,78,100100029166,rorocky2,20220114,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416078,,
AP210916140115820017416,79,100100029166,rorocky2,20220115,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416079,,
AP210916140115820017416,80,100100029166,rorocky2,20220116,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416080,,
AP210916140115820017416,81,100100029166,rorocky2,20220117,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416081,,
AP210916140115820017416,82,100100029166,rorocky2,20220118,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416082,,
AP210916140115820017416,83,100100029166,rorocky2,20220119,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416083,,
AP210916140115820017416,84,100100029166,rorocky2,20220120,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416084,,
AP210916140115820017416,85,100100029166,rorocky2,20220121,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416085,,
AP210916140115820017416,86,100100029166,rorocky2,20220122,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416086,,
AP210916140115820017416,87,100100029166,rorocky2,20220123,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416087,,
AP210916140115820017416,88,100100029166,rorocky2,20220124,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416088,,
AP210916140115820017416,89,100100029166,rorocky2,20220125,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416089,,
AP210916140115820017416,90,100100029166,rorocky2,20220126,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416090,,
AP210916140115820017416,91,100100029166,rorocky2,20220127,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416091,,
AP210916140115820017416,92,100100029166,rorocky2,20220128,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416092,,
AP210916140115820017416,93,100100029166,rorocky2,20220129,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416093,,
AP210916140115820017416,94,100100029166,rorocky2,20220130,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416094,,
AP210916140115820017416,95,100100029166,rorocky2,20220131,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416095,,
AP210916140115820017416,96,100100029166,rorocky2,20220201,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416096,,
AP210916140115820017416,97,100100029166,rorocky2,20220202,100100029024,rorocky2,200.00,input,D-Daily,99,A-Active,,U-unProcess,,AP210916140115820017416097,,
AP210921130128518014452,6,100100029570,Dema137,20220106,100780326,,"2,000.00",FnB,W-Weekly,24,D-Delete,,U-unProcess,,AP210921130128518014452006,,
AP210921130128518014452,7,100100029570,Dema137,20220113,100780326,,"2,000.00",FnB,W-Weekly,24,D-Delete,,U-unProcess,,AP210921130128518014452007,,
AP210921130128518014452,8,100100029570,Dema137,20220120,100780326,,"2,000.00",FnB,W-Weekly,24,D-Delete,,U-unProcess,,AP210921130128518014452008,,
AP210921130128518014452,9,100100029570,Dema137,20220127,100780326,,"2,000.00",FnB,W-Weekly,24,D-Delete,,U-unProcess,,AP210921130128518014452009,,
AP210923143734748013015,1,100100022891,Dema97,20220106,646454245484,,5.00,Others,D-Daily,1,S-Complete,20220119,S-Success,,AP210923143734748013015001,ENS2022010600000436,201911018851
AP210923144020864017557,1,100100022891,Dema97,20220103,5458484848848,,10.00,Others,D-Daily,1,S-Complete,20211228,S-Success,,AP210923144020864017557001,ENS2022010300000430,136213018808
AP210923150820805014033,21,100100022776,rorocky2,20220103,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033021,,
AP210923150820805014033,22,100100022776,rorocky2,20220104,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033022,,
AP210923150820805014033,23,100100022776,rorocky2,20220105,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033023,,
AP210923150820805014033,24,100100022776,rorocky2,20220106,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033024,,
AP210923150820805014033,25,100100022776,rorocky2,20220107,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033025,,
AP210923150820805014033,26,100100022776,rorocky2,20220108,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033026,,
AP210923150820805014033,27,100100022776,rorocky2,20220109,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033027,,
AP210923150820805014033,28,100100022776,rorocky2,20220110,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033028,,
AP210923150820805014033,29,100100022776,rorocky2,20220111,100100022768,rorocky2,19.01,input,D-Daily,30,A-Active,,U-unProcess,,AP210923150820805014033029,,
