sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
81,11980058463,New,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,17674638,78676676,17674638,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
82,381800596,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,63853550,78676676,63853550,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
73,11480058500,New,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,77347291,78676676,77347291,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
74,71674030116,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,72164913,78676676,72164913,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
75,250647717,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,63455199,78676676,63455199,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
76,651392895,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,63576177,78676676,63576177,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
77,11100058456,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,17559492,78676676,17559492,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
78,11380058440,New,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,77183621,78676676,77183621,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
79,11580058490,New,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,17004849,78676676,17004849,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
80,11180058455,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,17265732,78676676,17265732,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
81,11980058463,New,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,17674638,78676676,17674638,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
82,381800596,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,63853550,78676676,63853550,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
73,11480058500,New,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,77347291,78676676,77347291,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
74,71674030116,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,72164913,78676676,72164913,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
75,250647717,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,63455199,78676676,63455199,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
76,651392895,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,63576177,78676676,63576177,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
77,11100058456,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,17559492,78676676,17559492,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
78,11380058440,New,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,77183621,78676676,77183621,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
79,11580058490,New,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,17004849,78676676,17004849,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
80,11180058455,Active,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_EMAIL,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_USERNAME,IDENTIFIER_TYPE_PHONE,IDENTIFIER_TYPE_PHONE,title,abc,abc,xyz,1996-10-10,female,Singaporean,abc@gmail.com,17265732,78676676,17265732,email,Singapore,Singapore,Sg,France,value1,2022-12-09 00:00:00,loading
sequence_id,id,status,identifiers.0.identifier_type,identifiers.0.identifier,identifiers.1. identifier_type,identifiers.1. identifier,identifiers.2. identifier_type,identifiers.2. identifier,customer_details.title,customer_details.first_name,customer_details.middle_name,customer_details.last_name,customer_details.dob,customer_details.gender,customer_details.nationality,customer_details.email_address,customer_details.mobile_phone_number,customer_details.home_phone_number,customer_details.business_phone_number,customer_details.contact_method,customer_details.country_of_residence,customer_details.country_of_taxation,customer_details.accessibility,customer_details.external_customer_id,additional_details.key1,TM_load_timestamp,load_TM_status
